hsaID,geneID,Gene,Pathway
hsa04630,3593,IL12B,JAK-STAT signaling pathway
hsa04630,3559,IL2RA,JAK-STAT signaling pathway
hsa04630,3565,IL4,JAK-STAT signaling pathway
hsa04630,3569,IL6,JAK-STAT signaling pathway
hsa04630,29949,IL19,JAK-STAT signaling pathway
hsa04630,9466,IL27RA,JAK-STAT signaling pathway
hsa04630,2273,FHL1,JAK-STAT signaling pathway
hsa04630,3444,IFNA7,JAK-STAT signaling pathway
hsa04630,3586,IL10,JAK-STAT signaling pathway
hsa04630,64109,CRLF2,JAK-STAT signaling pathway
hsa04630,3976,LIF,JAK-STAT signaling pathway
hsa04630,5156,PDGFRA,JAK-STAT signaling pathway
hsa04630,3596,IL13,JAK-STAT signaling pathway
hsa04630,5159,PDGFRB,JAK-STAT signaling pathway
hsa04630,51561,IL23A,JAK-STAT signaling pathway
hsa04630,3563,IL3RA,JAK-STAT signaling pathway
hsa04630,3456,IFNB1,JAK-STAT signaling pathway
hsa04630,58985,IL22RA1,JAK-STAT signaling pathway
hsa04630,3558,IL2,JAK-STAT signaling pathway
hsa04630,3592,IL12A,JAK-STAT signaling pathway
hsa04630,50616,IL22,JAK-STAT signaling pathway
hsa04630,3601,IL15RA,JAK-STAT signaling pathway
hsa04630,3440,IFNA2,JAK-STAT signaling pathway
hsa04630,1956,EGFR,JAK-STAT signaling pathway
hsa04630,3467,IFNW1,JAK-STAT signaling pathway
hsa04630,5154,PDGFA,JAK-STAT signaling pathway
hsa04630,55801,IL26,JAK-STAT signaling pathway
hsa04630,3574,IL7,JAK-STAT signaling pathway
hsa04630,3581,IL9R,JAK-STAT signaling pathway
hsa04630,3567,IL5,JAK-STAT signaling pathway
hsa04630,50615,IL21R,JAK-STAT signaling pathway
hsa04630,3953,LEPR,JAK-STAT signaling pathway
hsa04630,3452,IFNA21,JAK-STAT signaling pathway
hsa04630,3451,IFNA17,JAK-STAT signaling pathway
hsa04630,3446,IFNA10,JAK-STAT signaling pathway
hsa04630,1270,CNTF,JAK-STAT signaling pathway
hsa04630,3443,IFNA6,JAK-STAT signaling pathway
hsa04630,3718,JAK3,JAK-STAT signaling pathway
hsa04630,59067,IL21,JAK-STAT signaling pathway
hsa04630,3566,IL4R,JAK-STAT signaling pathway
hsa04630,3588,IL10RB,JAK-STAT signaling pathway
hsa04630,3448,IFNA14,JAK-STAT signaling pathway
hsa04630,3570,IL6R,JAK-STAT signaling pathway
hsa04630,3594,IL12RB1,JAK-STAT signaling pathway
hsa04630,4352,MPL,JAK-STAT signaling pathway
hsa04630,3560,IL2RB,JAK-STAT signaling pathway
hsa04630,3449,IFNA16,JAK-STAT signaling pathway
hsa04630,3578,IL9,JAK-STAT signaling pathway
hsa04630,1271,CNTFR,JAK-STAT signaling pathway
hsa04630,23529,CLCF1,JAK-STAT signaling pathway
hsa04630,3589,IL11,JAK-STAT signaling pathway
hsa04630,3441,IFNA4,JAK-STAT signaling pathway
hsa04630,3442,IFNA5,JAK-STAT signaling pathway
hsa04640,2322,FLT3,Hematopoietic cell lineage
hsa04640,1378,CR1,Hematopoietic cell lineage
hsa04640,1791,DNTT,Hematopoietic cell lineage
hsa04640,3565,IL4,Hematopoietic cell lineage
hsa04640,3574,IL7,Hematopoietic cell lineage
hsa04640,914,CD2,Hematopoietic cell lineage
hsa04640,3672,ITGA1,Hematopoietic cell lineage
hsa04640,3552,IL1A,Hematopoietic cell lineage
hsa04640,3581,IL9R,Hematopoietic cell lineage
hsa04640,3589,IL11,Hematopoietic cell lineage
hsa04640,945,CD33,Hematopoietic cell lineage
hsa04640,912,CD1D,Hematopoietic cell lineage
hsa04640,933,CD22,Hematopoietic cell lineage
hsa04640,3559,IL2RA,Hematopoietic cell lineage
hsa04640,948,CD36,Hematopoietic cell lineage
hsa04640,926,CD8B,Hematopoietic cell lineage
hsa04640,3590,IL11RA,Hematopoietic cell lineage
hsa04640,3690,ITGB3,Hematopoietic cell lineage
hsa04640,911,CD1C,Hematopoietic cell lineage
hsa04640,2209,FCGR1A,Hematopoietic cell lineage
hsa04640,2208,FCER2,Hematopoietic cell lineage
hsa04640,3122,HLA-DRA,Hematopoietic cell lineage
hsa04640,909,CD1A,Hematopoietic cell lineage
hsa04640,910,CD1B,Hematopoietic cell lineage
hsa04640,921,CD5,Hematopoietic cell lineage
hsa04640,3562,IL3,Hematopoietic cell lineage
hsa04640,3569,IL6,Hematopoietic cell lineage
hsa04640,3566,IL4R,Hematopoietic cell lineage
hsa04640,947,CD34,Hematopoietic cell lineage
hsa04640,3554,IL1R1,Hematopoietic cell lineage
hsa04640,915,CD3D,Hematopoietic cell lineage
hsa04640,7850,IL1R2,Hematopoietic cell lineage
hsa04640,920,CD4,Hematopoietic cell lineage
hsa04640,913,CD1E,Hematopoietic cell lineage
hsa04640,3678,ITGA5,Hematopoietic cell lineage
hsa04640,2814,GP5,Hematopoietic cell lineage
hsa04640,925,CD8A,Hematopoietic cell lineage
hsa04640,3563,IL3RA,Hematopoietic cell lineage
hsa04640,3570,IL6R,Hematopoietic cell lineage
hsa04640,3567,IL5,Hematopoietic cell lineage
hsa04640,951,CD37,Hematopoietic cell lineage
hsa04640,2811,GP1BA,Hematopoietic cell lineage
hsa04640,2815,GP9,Hematopoietic cell lineage
hsa04640,3684,ITGAM,Hematopoietic cell lineage
hsa04640,3115,HLA-DPB1,Hematopoietic cell lineage
hsa04640,3113,HLA-DPA1,Hematopoietic cell lineage
hsa04640,3674,ITGA2B,Hematopoietic cell lineage
hsa04640,3117,HLA-DQA1,Hematopoietic cell lineage
hsa04640,3112,HLA-DOB,Hematopoietic cell lineage
hsa04640,7066,THPO,Hematopoietic cell lineage
hsa04640,7124,TNF,Hematopoietic cell lineage
hsa04640,924,CD7,Hematopoietic cell lineage
hsa04640,3119,HLA-DQB1,Hematopoietic cell lineage
hsa04640,2993,GYPA,Hematopoietic cell lineage
hsa04640,930,CD19,Hematopoietic cell lineage
hsa04650,919,CD247,Natural killer cell mediated cytotoxicity
hsa04650,3456,IFNB1,Natural killer cell mediated cytotoxicity
hsa04650,3444,IFNA7,Natural killer cell mediated cytotoxicity
hsa04650,3439,IFNA1,Natural killer cell mediated cytotoxicity
hsa04650,3445,IFNA8,Natural killer cell mediated cytotoxicity
hsa04650,3448,IFNA14,Natural killer cell mediated cytotoxicity
hsa04650,5336,PLCG2,Natural killer cell mediated cytotoxicity
hsa04650,51744,CD244,Natural killer cell mediated cytotoxicity
hsa04650,259197,NCR3,Natural killer cell mediated cytotoxicity
hsa04650,3449,IFNA16,Natural killer cell mediated cytotoxicity
hsa04650,7124,TNF,Natural killer cell mediated cytotoxicity
hsa04650,3446,IFNA10,Natural killer cell mediated cytotoxicity
hsa04650,3451,IFNA17,Natural killer cell mediated cytotoxicity
hsa04650,3443,IFNA6,Natural killer cell mediated cytotoxicity
hsa04650,27040,LAT,Natural killer cell mediated cytotoxicity
hsa04650,7462,LAT2,Natural killer cell mediated cytotoxicity
hsa04650,4772,NFATC1,Natural killer cell mediated cytotoxicity
hsa04650,3135,HLA-G,Natural killer cell mediated cytotoxicity
hsa04650,356,FASLG,Natural killer cell mediated cytotoxicity
hsa04650,7410,VAV2,Natural killer cell mediated cytotoxicity
hsa04650,3932,LCK,Natural killer cell mediated cytotoxicity
hsa04650,3452,IFNA21,Natural killer cell mediated cytotoxicity
hsa04650,3002,GZMB,Natural killer cell mediated cytotoxicity
hsa04650,3458,IFNG,Natural killer cell mediated cytotoxicity
hsa04650,9437,NCR1,Natural killer cell mediated cytotoxicity
hsa04650,3811,KIR3DL1,Natural killer cell mediated cytotoxicity
hsa04650,3440,IFNA2,Natural killer cell mediated cytotoxicity
hsa04650,3805,KIR2DL4,Natural killer cell mediated cytotoxicity
hsa04650,3442,IFNA5,Natural killer cell mediated cytotoxicity
hsa04650,9436,NCR2,Natural killer cell mediated cytotoxicity
hsa04650,3441,IFNA4,Natural killer cell mediated cytotoxicity
hsa04650,3804,KIR2DL3,Natural killer cell mediated cytotoxicity
hsa04657,55540,IL17RB,IL-17 signaling pathway
hsa04657,2354,FOSB,IL-17 signaling pathway
hsa04657,6300,MAPK12,IL-17 signaling pathway
hsa04657,3565,IL4,IL-17 signaling pathway
hsa04657,23765,IL17RA,IL-17 signaling pathway
hsa04657,2353,FOS,IL-17 signaling pathway
hsa04657,64806,IL25,IL-17 signaling pathway
hsa04657,3596,IL13,IL-17 signaling pathway
hsa04657,6374,CXCL5,IL-17 signaling pathway
hsa04657,3576,CXCL8,IL-17 signaling pathway
hsa04657,3567,IL5,IL-17 signaling pathway
hsa04657,3627,CXCL10,IL-17 signaling pathway
hsa04657,27190,IL17B,IL-17 signaling pathway
hsa04657,3458,IFNG,IL-17 signaling pathway
hsa04657,3569,IL6,IL-17 signaling pathway
hsa04657,6372,CXCL6,IL-17 signaling pathway
hsa04657,6354,CCL7,IL-17 signaling pathway
hsa04657,3725,JUN,IL-17 signaling pathway
hsa04657,5600,MAPK11,IL-17 signaling pathway
hsa04657,6361,CCL17,IL-17 signaling pathway
hsa04657,3727,JUND,IL-17 signaling pathway
hsa04657,4322,MMP13,IL-17 signaling pathway
hsa04657,4312,MMP1,IL-17 signaling pathway
hsa04657,7124,TNF,IL-17 signaling pathway
hsa04657,8517,IKBKG,IL-17 signaling pathway
hsa04657,3320,HSP90AA1,IL-17 signaling pathway
hsa04657,6356,CCL11,IL-17 signaling pathway
hsa04657,4318,MMP9,IL-17 signaling pathway
hsa04657,4314,MMP3,IL-17 signaling pathway
hsa04657,6280,S100A9,IL-17 signaling pathway
hsa04657,5598,MAPK7,IL-17 signaling pathway
hsa04657,2921,CXCL3,IL-17 signaling pathway
hsa04657,3326,HSP90AB1,IL-17 signaling pathway
hsa04657,3605,IL17A,IL-17 signaling pathway
hsa04657,9641,IKBKE,IL-17 signaling pathway
hsa04657,5596,MAPK4,IL-17 signaling pathway
hsa04657,4792,NFKBIA,IL-17 signaling pathway
hsa04657,23118,TAB2,IL-17 signaling pathway
hsa04657,6347,CCL2,IL-17 signaling pathway
hsa04658,4792,NFKBIA,Th1 and Th2 cell differentiation
hsa04658,5600,MAPK11,Th1 and Th2 cell differentiation
hsa04658,2353,FOS,Th1 and Th2 cell differentiation
hsa04658,3718,JAK3,Th1 and Th2 cell differentiation
hsa04658,3559,IL2RA,Th1 and Th2 cell differentiation
hsa04658,3560,IL2RB,Th1 and Th2 cell differentiation
hsa04658,3932,LCK,Th1 and Th2 cell differentiation
hsa04658,920,CD4,Th1 and Th2 cell differentiation
hsa04658,3119,HLA-DQB1,Th1 and Th2 cell differentiation
hsa04658,3566,IL4R,Th1 and Th2 cell differentiation
hsa04658,3592,IL12A,Th1 and Th2 cell differentiation
hsa04658,4854,NOTCH3,Th1 and Th2 cell differentiation
hsa04658,3115,HLA-DPB1,Th1 and Th2 cell differentiation
hsa04658,3593,IL12B,Th1 and Th2 cell differentiation
hsa04658,4772,NFATC1,Th1 and Th2 cell differentiation
hsa04658,3112,HLA-DOB,Th1 and Th2 cell differentiation
hsa04658,3122,HLA-DRA,Th1 and Th2 cell differentiation
hsa04658,3117,HLA-DQA1,Th1 and Th2 cell differentiation
hsa04658,3725,JUN,Th1 and Th2 cell differentiation
hsa04658,6300,MAPK12,Th1 and Th2 cell differentiation
hsa04658,3596,IL13,Th1 and Th2 cell differentiation
hsa04658,3567,IL5,Th1 and Th2 cell differentiation
hsa04658,8517,IKBKG,Th1 and Th2 cell differentiation
hsa04658,3595,IL12RB2,Th1 and Th2 cell differentiation
hsa04658,915,CD3D,Th1 and Th2 cell differentiation
hsa04658,3565,IL4,Th1 and Th2 cell differentiation
hsa04658,10683,DLL3,Th1 and Th2 cell differentiation
hsa04658,3714,JAG2,Th1 and Th2 cell differentiation
hsa04658,3558,IL2,Th1 and Th2 cell differentiation
hsa04658,919,CD247,Th1 and Th2 cell differentiation
hsa04658,27040,LAT,Th1 and Th2 cell differentiation
hsa04658,3113,HLA-DPA1,Th1 and Th2 cell differentiation
hsa04658,3594,IL12RB1,Th1 and Th2 cell differentiation
hsa04658,3458,IFNG,Th1 and Th2 cell differentiation
hsa04659,3558,IL2,Th17 cell differentiation
hsa04659,3122,HLA-DRA,Th17 cell differentiation
hsa04659,2353,FOS,Th17 cell differentiation
hsa04659,915,CD3D,Th17 cell differentiation
hsa04659,27040,LAT,Th17 cell differentiation
hsa04659,59067,IL21,Th17 cell differentiation
hsa04659,3566,IL4R,Th17 cell differentiation
hsa04659,4089,SMAD4,Th17 cell differentiation
hsa04659,8517,IKBKG,Th17 cell differentiation
hsa04659,3662,IRF4,Th17 cell differentiation
hsa04659,3115,HLA-DPB1,Th17 cell differentiation
hsa04659,50615,IL21R,Th17 cell differentiation
hsa04659,50943,FOXP3,Th17 cell differentiation
hsa04659,3554,IL1R1,Th17 cell differentiation
hsa04659,3458,IFNG,Th17 cell differentiation
hsa04659,3117,HLA-DQA1,Th17 cell differentiation
hsa04659,50616,IL22,Th17 cell differentiation
hsa04659,3569,IL6,Th17 cell differentiation
hsa04659,3320,HSP90AA1,Th17 cell differentiation
hsa04659,4772,NFATC1,Th17 cell differentiation
hsa04659,3112,HLA-DOB,Th17 cell differentiation
hsa04659,920,CD4,Th17 cell differentiation
hsa04659,3113,HLA-DPA1,Th17 cell differentiation
hsa04659,51561,IL23A,Th17 cell differentiation
hsa04659,3605,IL17A,Th17 cell differentiation
hsa04659,3326,HSP90AB1,Th17 cell differentiation
hsa04659,3725,JUN,Th17 cell differentiation
hsa04659,3594,IL12RB1,Th17 cell differentiation
hsa04659,3570,IL6R,Th17 cell differentiation
hsa04659,6300,MAPK12,Th17 cell differentiation
hsa04659,3565,IL4,Th17 cell differentiation
hsa04659,919,CD247,Th17 cell differentiation
hsa04659,3559,IL2RA,Th17 cell differentiation
hsa04659,3932,LCK,Th17 cell differentiation
hsa04659,5600,MAPK11,Th17 cell differentiation
hsa04659,3560,IL2RB,Th17 cell differentiation
hsa04659,3119,HLA-DQB1,Th17 cell differentiation
hsa04659,10148,EBI3,Th17 cell differentiation
hsa04659,4792,NFKBIA,Th17 cell differentiation
hsa04659,3718,JAK3,Th17 cell differentiation
hsa04659,9466,IL27RA,Th17 cell differentiation
hsa04660,3458,IFNG,T cell receptor signaling pathway
hsa04660,925,CD8A,T cell receptor signaling pathway
hsa04660,3586,IL10,T cell receptor signaling pathway
hsa04660,387,RHOA,T cell receptor signaling pathway
hsa04660,5516,PPP2CB,T cell receptor signaling pathway
hsa04660,7410,VAV2,T cell receptor signaling pathway
hsa04660,926,CD8B,T cell receptor signaling pathway
hsa04660,3565,IL4,T cell receptor signaling pathway
hsa04660,3725,JUN,T cell receptor signaling pathway
hsa04660,9020,MAP3K14,T cell receptor signaling pathway
hsa04660,6300,MAPK12,T cell receptor signaling pathway
hsa04660,3567,IL5,T cell receptor signaling pathway
hsa04660,919,CD247,T cell receptor signaling pathway
hsa04660,920,CD4,T cell receptor signaling pathway
hsa04660,8517,IKBKG,T cell receptor signaling pathway
hsa04660,959,CD40LG,T cell receptor signaling pathway
hsa04660,868,CBLB,T cell receptor signaling pathway
hsa04660,3558,IL2,T cell receptor signaling pathway
hsa04660,4772,NFATC1,T cell receptor signaling pathway
hsa04660,2353,FOS,T cell receptor signaling pathway
hsa04660,7124,TNF,T cell receptor signaling pathway
hsa04660,4792,NFKBIA,T cell receptor signaling pathway
hsa04660,3932,LCK,T cell receptor signaling pathway
hsa04660,940,CD28,T cell receptor signaling pathway
hsa04660,5600,MAPK11,T cell receptor signaling pathway
hsa04660,915,CD3D,T cell receptor signaling pathway
hsa04660,29851,ICOS,T cell receptor signaling pathway
hsa04660,27040,LAT,T cell receptor signaling pathway
hsa04662,8517,IKBKG,B cell receptor signaling pathway
hsa04662,79168,LILRA6,B cell receptor signaling pathway
hsa04662,3725,JUN,B cell receptor signaling pathway
hsa04662,23547,LILRA4,B cell receptor signaling pathway
hsa04662,11024,LILRA1,B cell receptor signaling pathway
hsa04662,353514,LILRA5,B cell receptor signaling pathway
hsa04662,971,CD72,B cell receptor signaling pathway
hsa04662,10859,LILRB1,B cell receptor signaling pathway
hsa04662,2353,FOS,B cell receptor signaling pathway
hsa04662,2213,FCGR2B,B cell receptor signaling pathway
hsa04662,4792,NFKBIA,B cell receptor signaling pathway
hsa04662,11006,LILRB4,B cell receptor signaling pathway
hsa04662,4772,NFATC1,B cell receptor signaling pathway
hsa04662,974,CD79B,B cell receptor signaling pathway
hsa04662,5336,PLCG2,B cell receptor signaling pathway
hsa04662,10990,LILRB5,B cell receptor signaling pathway
hsa04662,930,CD19,B cell receptor signaling pathway
hsa04662,7410,VAV2,B cell receptor signaling pathway
hsa04662,11027,LILRA2,B cell receptor signaling pathway
hsa04662,933,CD22,B cell receptor signaling pathway
hsa04664,3562,IL3,Fc epsilon RI signaling pathway
hsa04664,7410,VAV2,Fc epsilon RI signaling pathway
hsa04664,5608,MAP2K6,Fc epsilon RI signaling pathway
hsa04664,3565,IL4,Fc epsilon RI signaling pathway
hsa04664,3567,IL5,Fc epsilon RI signaling pathway
hsa04664,3596,IL13,Fc epsilon RI signaling pathway
hsa04664,5600,MAPK11,Fc epsilon RI signaling pathway
hsa04664,5336,PLCG2,Fc epsilon RI signaling pathway
hsa04664,27040,LAT,Fc epsilon RI signaling pathway
hsa04664,6300,MAPK12,Fc epsilon RI signaling pathway
hsa04664,2206,MS4A2,Fc epsilon RI signaling pathway
hsa04664,7124,TNF,Fc epsilon RI signaling pathway
hsa04666,273,AMPH,Fc gamma R-mediated phagocytosis
hsa04666,27040,LAT,Fc gamma R-mediated phagocytosis
hsa04666,2209,FCGR1A,Fc gamma R-mediated phagocytosis
hsa04666,5336,PLCG2,Fc gamma R-mediated phagocytosis
hsa04666,2213,FCGR2B,Fc gamma R-mediated phagocytosis
hsa04666,10109,ARPC2,Fc gamma R-mediated phagocytosis
hsa04666,10094,ARPC3,Fc gamma R-mediated phagocytosis
hsa04666,7410,VAV2,Fc gamma R-mediated phagocytosis
hsa04668,3976,LIF,TNF signaling pathway
hsa04668,468,ATF4,TNF signaling pathway
hsa04668,5600,MAPK11,TNF signaling pathway
hsa04668,4318,MMP9,TNF signaling pathway
hsa04668,4792,NFKBIA,TNF signaling pathway
hsa04668,4314,MMP3,TNF signaling pathway
hsa04668,6347,CCL2,TNF signaling pathway
hsa04668,9020,MAP3K14,TNF signaling pathway
hsa04668,7412,VCAM1,TNF signaling pathway
hsa04668,3627,CXCL10,TNF signaling pathway
hsa04668,8517,IKBKG,TNF signaling pathway
hsa04668,6300,MAPK12,TNF signaling pathway
hsa04668,23118,TAB2,TNF signaling pathway
hsa04668,2353,FOS,TNF signaling pathway
hsa04668,3600,IL15,TNF signaling pathway
hsa04668,8809,IL18R1,TNF signaling pathway
hsa04668,6374,CXCL5,TNF signaling pathway
hsa04668,3725,JUN,TNF signaling pathway
hsa04668,6352,CCL5,TNF signaling pathway
hsa04668,6372,CXCL6,TNF signaling pathway
hsa04668,3456,IFNB1,TNF signaling pathway
hsa04668,7124,TNF,TNF signaling pathway
hsa04668,5608,MAP2K6,TNF signaling pathway
hsa04668,2921,CXCL3,TNF signaling pathway
hsa04668,3569,IL6,TNF signaling pathway
hsa04668,64127,NOD2,TNF signaling pathway
hsa04670,23562,CLDN14,Leukocyte transendothelial migration
hsa04670,7122,CLDN5,Leukocyte transendothelial migration
hsa04670,6387,CXCL12,Leukocyte transendothelial migration
hsa04670,93408,MYL10,Leukocyte transendothelial migration
hsa04670,7070,THY1,Leukocyte transendothelial migration
hsa04670,51208,CLDN18,Leukocyte transendothelial migration
hsa04670,5336,PLCG2,Leukocyte transendothelial migration
hsa04670,2770,GNAI1,Leukocyte transendothelial migration
hsa04670,7430,EZR,Leukocyte transendothelial migration
hsa04670,4689,NCF4,Leukocyte transendothelial migration
hsa04670,58494,JAM2,Leukocyte transendothelial migration
hsa04670,24146,CLDN15,Leukocyte transendothelial migration
hsa04670,5010,CLDN11,Leukocyte transendothelial migration
hsa04670,7410,VAV2,Leukocyte transendothelial migration
hsa04670,4633,MYL2,Leukocyte transendothelial migration
hsa04670,9074,CLDN6,Leukocyte transendothelial migration
hsa04670,7412,VCAM1,Leukocyte transendothelial migration
hsa04670,3684,ITGAM,Leukocyte transendothelial migration
hsa04670,10398,MYL9,Leukocyte transendothelial migration
hsa04670,4318,MMP9,Leukocyte transendothelial migration
hsa04670,1003,CDH5,Leukocyte transendothelial migration
hsa04670,6300,MAPK12,Leukocyte transendothelial migration
hsa04670,60,ACTB,Leukocyte transendothelial migration
hsa04670,71,ACTG1,Leukocyte transendothelial migration
hsa04670,103910,MYL12B,Leukocyte transendothelial migration
hsa04670,10627,MYL12A,Leukocyte transendothelial migration
hsa04670,5600,MAPK11,Leukocyte transendothelial migration
hsa04670,58498,MYL7,Leukocyte transendothelial migration
hsa04670,387,RHOA,Leukocyte transendothelial migration
hsa04670,4313,MMP2,Leukocyte transendothelial migration
hsa04670,83700,JAM3,Leukocyte transendothelial migration
hsa04670,394,ARHGAP5,Leukocyte transendothelial migration
hsa04672,23495,TNFRSF13B,Intestinal immune network for IgA production
hsa04672,3119,HLA-DQB1,Intestinal immune network for IgA production
hsa04672,3565,IL4,Intestinal immune network for IgA production
hsa04672,3586,IL10,Intestinal immune network for IgA production
hsa04672,3122,HLA-DRA,Intestinal immune network for IgA production
hsa04672,3567,IL5,Intestinal immune network for IgA production
hsa04672,942,CD86,Intestinal immune network for IgA production
hsa04672,10803,CCR9,Intestinal immune network for IgA production
hsa04672,29851,ICOS,Intestinal immune network for IgA production
hsa04672,941,CD80,Intestinal immune network for IgA production
hsa04672,959,CD40LG,Intestinal immune network for IgA production
hsa04672,3113,HLA-DPA1,Intestinal immune network for IgA production
hsa04672,3601,IL15RA,Intestinal immune network for IgA production
hsa04672,3569,IL6,Intestinal immune network for IgA production
hsa04672,3115,HLA-DPB1,Intestinal immune network for IgA production
hsa04672,608,TNFRSF17,Intestinal immune network for IgA production
hsa04672,3695,ITGB7,Intestinal immune network for IgA production
hsa04672,23308,ICOSLG,Intestinal immune network for IgA production
hsa04672,2826,CCR10,Intestinal immune network for IgA production
hsa04672,9020,MAP3K14,Intestinal immune network for IgA production
hsa04672,958,CD40,Intestinal immune network for IgA production
hsa04672,3112,HLA-DOB,Intestinal immune network for IgA production
hsa04672,6387,CXCL12,Intestinal immune network for IgA production
hsa04672,6370,CCL25,Intestinal immune network for IgA production
hsa04672,3117,HLA-DQA1,Intestinal immune network for IgA production
hsa04672,940,CD28,Intestinal immune network for IgA production
hsa04672,3558,IL2,Intestinal immune network for IgA production
hsa04672,3600,IL15,Intestinal immune network for IgA production
hsa04713,2903,GRIN2A,Circadian entrainment
hsa04713,4544,MTNR1B,Circadian entrainment
hsa04713,4543,MTNR1A,Circadian entrainment
hsa04713,2893,GRIA4,Circadian entrainment
hsa04713,2902,GRIN1,Circadian entrainment
hsa04713,3765,KCNJ9,Circadian entrainment
hsa04713,2782,GNB1,Circadian entrainment
hsa04713,51764,GNG13,Circadian entrainment
hsa04713,815,CAMK2A,Circadian entrainment
hsa04713,3760,KCNJ3,Circadian entrainment
hsa04713,2784,GNB3,Circadian entrainment
hsa04713,2791,GNG11,Circadian entrainment
hsa04713,2904,GRIN2B,Circadian entrainment
hsa04713,3708,ITPR1,Circadian entrainment
hsa04713,3763,KCNJ6,Circadian entrainment
hsa04713,2905,GRIN2C,Circadian entrainment
hsa04713,2891,GRIA2,Circadian entrainment
hsa04713,816,CAMK2B,Circadian entrainment
hsa04713,2778,GNAS,Circadian entrainment
hsa04713,2353,FOS,Circadian entrainment
hsa04713,2892,GRIA3,Circadian entrainment
hsa04713,51806,CALML5,Circadian entrainment
hsa04713,2890,GRIA1,Circadian entrainment
hsa04713,2775,GNAO1,Circadian entrainment
hsa04713,2788,GNG7,Circadian entrainment
hsa04713,3762,KCNJ5,Circadian entrainment
hsa04713,2770,GNAI1,Circadian entrainment
hsa04713,2785,GNG3,Circadian entrainment
hsa04713,2787,GNG5,Circadian entrainment
hsa04713,2906,GRIN2D,Circadian entrainment
hsa04714,6300,MAPK12,Thermogenesis
hsa04714,2778,GNAS,Thermogenesis
hsa04714,514,ATP5F1E,Thermogenesis
hsa04714,1339,COX6A2,Thermogenesis
hsa04714,27089,UQCRQ,Thermogenesis
hsa04714,8193,DPF1,Thermogenesis
hsa04714,1327,COX4I1,Thermogenesis
hsa04714,5600,MAPK11,Thermogenesis
hsa04714,6194,RPS6,Thermogenesis
hsa04714,56901,NDUFA4L2,Thermogenesis
hsa04714,1346,COX7A1,Thermogenesis
hsa04714,10975,UQCR11,Thermogenesis
hsa04714,3991,LIPE,Thermogenesis
hsa04714,60,ACTB,Thermogenesis
hsa04714,55471,NDUFAF7,Thermogenesis
hsa04714,506,ATP5F1B,Thermogenesis
hsa04714,656,BMP8B,Thermogenesis
hsa04714,353500,BMP8A,Thermogenesis
hsa04714,1350,COX7C,Thermogenesis
hsa04714,2260,FGFR1,Thermogenesis
hsa04714,4697,NDUFA4,Thermogenesis
hsa04714,4708,NDUFB2,Thermogenesis
hsa04714,8110,DPF3,Thermogenesis
hsa04714,71,ACTG1,Thermogenesis
hsa04714,10632,ATP5MG,Thermogenesis
hsa04714,4725,NDUFS5,Thermogenesis
hsa04714,23305,ACSL6,Thermogenesis
hsa04714,509,ATP5F1C,Thermogenesis
hsa04714,1268,CNR1,Thermogenesis
hsa04720,815,CAMK2A,Long-term potentiation
hsa04720,2902,GRIN1,Long-term potentiation
hsa04720,3708,ITPR1,Long-term potentiation
hsa04720,468,ATF4,Long-term potentiation
hsa04720,814,CAMK4,Long-term potentiation
hsa04720,2906,GRIN2D,Long-term potentiation
hsa04720,2903,GRIN2A,Long-term potentiation
hsa04720,51806,CALML5,Long-term potentiation
hsa04720,5500,PPP1CB,Long-term potentiation
hsa04720,5501,PPP1CC,Long-term potentiation
hsa04720,2905,GRIN2C,Long-term potentiation
hsa04720,2890,GRIA1,Long-term potentiation
hsa04720,2904,GRIN2B,Long-term potentiation
hsa04720,2911,GRM1,Long-term potentiation
hsa04720,816,CAMK2B,Long-term potentiation
hsa04720,2891,GRIA2,Long-term potentiation
hsa04721,10814,CPLX2,Synaptic vesicle cycle
hsa04721,26052,DNM3,Synaptic vesicle cycle
hsa04721,527,ATP6V0C,Synaptic vesicle cycle
hsa04721,1759,DNM1,Synaptic vesicle cycle
hsa04721,8218,CLTCL1,Synaptic vesicle cycle
hsa04721,594855,CPLX3,Synaptic vesicle cycle
hsa04722,3667,IRS1,Neurotrophin signaling pathway
hsa04722,3725,JUN,Neurotrophin signaling pathway
hsa04722,6300,MAPK12,Neurotrophin signaling pathway
hsa04722,816,CAMK2B,Neurotrophin signaling pathway
hsa04722,5600,MAPK11,Neurotrophin signaling pathway
hsa04722,397,ARHGDIB,Neurotrophin signaling pathway
hsa04722,468,ATF4,Neurotrophin signaling pathway
hsa04722,7157,TP53,Neurotrophin signaling pathway
hsa04722,387,RHOA,Neurotrophin signaling pathway
hsa04722,815,CAMK2A,Neurotrophin signaling pathway
hsa04722,356,FASLG,Neurotrophin signaling pathway
hsa04722,51806,CALML5,Neurotrophin signaling pathway
hsa04722,5598,MAPK7,Neurotrophin signaling pathway
hsa04722,4145,MATK,Neurotrophin signaling pathway
hsa04722,814,CAMK4,Neurotrophin signaling pathway
hsa04722,4792,NFKBIA,Neurotrophin signaling pathway
hsa04722,5336,PLCG2,Neurotrophin signaling pathway
hsa04722,4803,NGF,Neurotrophin signaling pathway
hsa04722,4804,NGFR,Neurotrophin signaling pathway
hsa04722,7531,YWHAE,Neurotrophin signaling pathway
hsa04723,4725,NDUFS5,Retrograde endocannabinoid signaling
hsa04723,2787,GNG5,Retrograde endocannabinoid signaling
